rank, configurations,google pixel format, model format, energy_efficiency estimated
843,002002-3-2,[0- 0- 2- 0- 0- 2- 3- 2],1-0-0-1-0-0-1-3-2,13467695382.371372
844,000200-2-2,[0- 0- 0- 2- 0- 0- 2- 2],1-0-0-0-1-0-0-2-2,13467414605.816887
845,002200-2-1,[0- 0- 2- 2- 0- 0- 2- 1],1-0-0-1-1-0-0-2-1,13465989741.85432
846,330300-2-2,[3- 3- 0- 3- 0- 0- 2- 2],2-1-1-0-1-0-0-2-2,13465015976.888958
847,333333-0-3,[3- 3- 3- 3- 3- 3- 0- 3],2-1-1-1-1-1-1-0-3,13464083180.302921
848,300303-1-1,[3- 0- 0- 3- 0- 3- 1- 1],2-1-0-0-1-0-1-1-1,13463155286.666115
849,222220-3-1,[2- 2- 2- 2- 2- 0- 3- 1],1-1-1-1-1-1-0-3-1,13462837673.586147
850,022000-2-2,[0- 2- 2- 0- 0- 0- 2- 2],1-0-1-1-0-0-0-2-2,13461779467.73045
851,011011-3-2,[0- 1- 1- 0- 1- 1- 3- 2],0-0-1-1-0-1-1-3-2,13461221777.354862
852,001001-2-1,[0- 0- 1- 0- 0- 1- 2- 1],0-0-0-1-0-0-1-2-1,13458316388.416945
853,222000-1-1,[2- 2- 2- 0- 0- 0- 1- 1],1-1-1-1-0-0-0-1-1,13458216337.307888
854,220202-0-1,[2- 2- 0- 2- 0- 2- 0- 1],1-1-1-0-1-0-1-0-1,13458197181.417736
855,003330-2-3,[0- 0- 3- 3- 3- 0- 2- 3],2-0-0-1-1-1-0-2-3,13456900584.291817
856,110011-1-2,[1- 1- 0- 0- 1- 1- 1- 2],0-1-1-0-0-1-1-1-2,13456506620.66305
857,022222-0-3,[0- 2- 2- 2- 2- 2- 0- 3],1-0-1-1-1-1-1-0-3,13456059860.97385
858,333300-3-3,[3- 3- 3- 3- 0- 0- 3- 3],2-1-1-1-1-0-0-3-3,13454345415.58782
859,110101-3-3,[1- 1- 0- 1- 0- 1- 3- 3],0-1-1-0-1-0-1-3-3,13452557988.140425
860,000022-3-2,[0- 0- 0- 0- 2- 2- 3- 2],1-0-0-0-0-1-1-3-2,13452431435.243412
861,003033-1-2,[0- 0- 3- 0- 3- 3- 1- 2],2-0-0-1-0-1-1-1-2,13451199311.942913
862,110111-3-3,[1- 1- 0- 1- 1- 1- 3- 3],0-1-1-0-1-1-1-3-3,13450954306.111511
863,000033-3-2,[0- 0- 0- 0- 3- 3- 3- 2],2-0-0-0-0-1-1-3-2,13450790714.88538
864,011011-2-3,[0- 1- 1- 0- 1- 1- 2- 3],0-0-1-1-0-1-1-2-3,13449049315.092558
865,000010-2-1,[0- 0- 0- 0- 1- 0- 2- 1],0-0-0-0-0-1-0-2-1,13445936772.66322
866,101111-3-1,[1- 0- 1- 1- 1- 1- 3- 1],0-1-0-1-1-1-1-3-1,13444622742.854368
867,300330-2-3,[3- 0- 0- 3- 3- 0- 2- 3],2-1-0-0-1-1-0-2-3,13444381532.53823
868,003003-2-1,[0- 0- 3- 0- 0- 3- 2- 1],2-0-0-1-0-0-1-2-1,13443443387.781538
869,330000-2-1,[3- 3- 0- 0- 0- 0- 2- 1],2-1-1-0-0-0-0-2-1,13443411429.496195
870,111011-3-0,[1- 1- 1- 0- 1- 1- 3- 0],0-1-1-1-0-1-1-3-0,13442867368.251934
871,001011-1-2,[0- 0- 1- 0- 1- 1- 1- 2],0-0-0-1-0-1-1-1-2,13442270158.361752
872,003030-2-2,[0- 0- 3- 0- 3- 0- 2- 2],2-0-0-1-0-1-0-2-2,13442107026.628319
873,011111-2-3,[0- 1- 1- 1- 1- 1- 2- 3],0-0-1-1-1-1-1-2-3,13441043398.68872
874,001101-1-2,[0- 0- 1- 1- 0- 1- 1- 2],0-0-0-1-1-0-1-1-2,13438849216.108059
875,000033-3-1,[0- 0- 0- 0- 3- 3- 3- 1],2-0-0-0-0-1-1-3-1,13437491764.618706
876,110011-2-3,[1- 1- 0- 0- 1- 1- 2- 3],0-1-1-0-0-1-1-2-3,13437061103.514647
877,000033-2-3,[0- 0- 0- 0- 3- 3- 2- 3],2-0-0-0-0-1-1-2-3,13433215868.339293
878,200202-3-1,[2- 0- 0- 2- 0- 2- 3- 1],1-1-0-0-1-0-1-3-1,13432071785.766552
879,010110-1-2,[0- 1- 0- 1- 1- 0- 1- 2],0-0-1-0-1-1-0-1-2,13431745257.165
880,110011-3-3,[1- 1- 0- 0- 1- 1- 3- 3],0-1-1-0-0-1-1-3-3,13431294712.000433
881,002020-2-1,[0- 0- 2- 0- 2- 0- 2- 1],1-0-0-1-0-1-0-2-1,13430211166.59837
882,110001-3-3,[1- 1- 0- 0- 0- 1- 3- 3],0-1-1-0-0-0-1-3-3,13427850243.182009
883,222002-1-0,[2- 2- 2- 0- 0- 2- 1- 0],1-1-1-1-0-0-1-1-0,13426791974.282711
884,202002-1-2,[2- 0- 2- 0- 0- 2- 1- 2],1-1-0-1-0-0-1-1-2,13422716126.29901
885,200222-1-3,[2- 0- 0- 2- 2- 2- 1- 3],1-1-0-0-1-1-1-1-3,13418966010.092388
886,330003-2-3,[3- 3- 0- 0- 0- 3- 2- 3],2-1-1-0-0-0-1-2-3,13418116959.280499
887,001110-2-3,[0- 0- 1- 1- 1- 0- 2- 3],0-0-0-1-1-1-0-2-3,13418074989.870483
888,333300-1-2,[3- 3- 3- 3- 0- 0- 1- 2],2-1-1-1-1-0-0-1-2,13417453082.503916
889,200202-2-0,[2- 0- 0- 2- 0- 2- 2- 0],1-1-0-0-1-0-1-2-0,13415958327.632092
890,330330-2-3,[3- 3- 0- 3- 3- 0- 2- 3],2-1-1-0-1-1-0-2-3,13415049089.027891
891,022220-2-3,[0- 2- 2- 2- 2- 0- 2- 3],1-0-1-1-1-1-0-2-3,13413839682.331024
892,000220-2-1,[0- 0- 0- 2- 2- 0- 2- 1],1-0-0-0-1-1-0-2-1,13412800297.785442
893,011111-3-1,[0- 1- 1- 1- 1- 1- 3- 1],0-0-1-1-1-1-1-3-1,13412238470.3399
894,033333-0-1,[0- 3- 3- 3- 3- 3- 0- 1],2-0-1-1-1-1-1-0-1,13411773659.006588
895,303003-1-2,[3- 0- 3- 0- 0- 3- 1- 2],2-1-0-1-0-0-1-1-2,13410655240.77232
896,300333-1-3,[3- 0- 0- 3- 3- 3- 1- 3],2-1-0-0-1-1-1-1-3,13408516654.748661
897,220000-2-2,[2- 2- 0- 0- 0- 0- 2- 2],1-1-1-0-0-0-0-2-2,13407470352.54945
898,303000-2-2,[3- 0- 3- 0- 0- 0- 2- 2],2-1-0-1-0-0-0-2-2,13407405228.595802
899,333300-3-2,[3- 3- 3- 3- 0- 0- 3- 2],2-1-1-1-1-0-0-3-2,13405957840.239979
900,202002-2-0,[2- 0- 2- 0- 0- 2- 2- 0],1-1-0-1-0-0-1-2-0,13400826677.883724
901,110111-3-2,[1- 1- 0- 1- 1- 1- 3- 2],0-1-1-0-1-1-1-3-2,13399376760.11839
902,003300-2-2,[0- 0- 3- 3- 0- 0- 2- 2],2-0-0-1-1-0-0-2-2,13398858001.025154
903,222002-0-2,[2- 2- 2- 0- 0- 2- 0- 2],1-1-1-1-0-0-1-0-2,13397334911.803873
904,300303-1-2,[3- 0- 0- 3- 0- 3- 1- 2],2-1-0-0-1-0-1-1-2,13396988871.923565
905,000111-1-2,[0- 0- 0- 1- 1- 1- 1- 2],0-0-0-0-1-1-1-1-2,13396851675.755535
906,010010-2-1,[0- 1- 0- 0- 1- 0- 2- 1],0-0-1-0-0-1-0-2-1,13392790764.962198
907,333300-2-3,[3- 3- 3- 3- 0- 0- 2- 3],2-1-1-1-1-0-0-2-3,13390492724.784407
908,033003-2-3,[0- 3- 3- 0- 0- 3- 2- 3],2-0-1-1-0-0-1-2-3,13385709939.620327
909,330003-3-0,[3- 3- 0- 0- 0- 3- 3- 0],2-1-1-0-0-0-1-3-0,13384391967.722832
910,003330-2-1,[0- 0- 3- 3- 3- 0- 2- 1],2-0-0-1-1-1-0-2-1,13384354990.07307
911,000202-2-3,[0- 0- 0- 2- 0- 2- 2- 3],1-0-0-0-1-0-1-2-3,13383700235.72564
912,002022-2-0,[0- 0- 2- 0- 2- 2- 2- 0],1-0-0-1-0-1-1-2-0,13383152931.00755
913,222020-2-3,[2- 2- 2- 0- 2- 0- 2- 3],1-1-1-1-0-1-0-2-3,13380770308.124031
914,330003-3-3,[3- 3- 0- 0- 0- 3- 3- 3],2-1-1-0-0-0-1-3-3,13379798261.075731
915,202220-1-1,[2- 0- 2- 2- 2- 0- 1- 1],1-1-0-1-1-1-0-1-1,13379257885.6563
916,020002-3-3,[0- 2- 0- 0- 0- 2- 3- 3],1-0-1-0-0-0-1-3-3,13378300707.41247
917,111001-1-2,[1- 1- 1- 0- 0- 1- 1- 2],0-1-1-1-0-0-1-1-2,13376753562.320383
918,033330-3-2,[0- 3- 3- 3- 3- 0- 3- 2],2-0-1-1-1-1-0-3-2,13374687480.132816
919,011101-2-3,[0- 1- 1- 1- 0- 1- 2- 3],0-0-1-1-1-0-1-2-3,13374594326.271742
920,000202-3-2,[0- 0- 0- 2- 0- 2- 3- 2],1-0-0-0-1-0-1-3-2,13374124160.93291
921,222200-3-3,[2- 2- 2- 2- 0- 0- 3- 3],1-1-1-1-1-0-0-3-3,13373629782.273155
922,000011-2-1,[0- 0- 0- 0- 1- 1- 2- 1],0-0-0-0-0-1-1-2-1,13371200707.787535
923,111010-2-3,[1- 1- 1- 0- 1- 0- 2- 3],0-1-1-1-0-1-0-2-3,13369014233.496214
924,111001-1-1,[1- 1- 1- 0- 0- 1- 1- 1],0-1-1-1-0-0-1-1-1,13367875792.38441
925,020002-3-1,[0- 2- 0- 0- 0- 2- 3- 1],1-0-1-0-0-0-1-3-1,13366739630.370174
926,110111-3-1,[1- 1- 0- 1- 1- 1- 3- 1],0-1-1-0-1-1-1-3-1,13365181589.44555
927,333030-2-3,[3- 3- 3- 0- 3- 0- 2- 3],2-1-1-1-0-1-0-2-3,13364684626.162352
928,011001-2-3,[0- 1- 1- 0- 0- 1- 2- 3],0-0-1-1-0-0-1-2-3,13363593436.306583
929,110011-3-2,[1- 1- 0- 0- 1- 1- 3- 2],0-1-1-0-0-1-1-3-2,13362977065.237293
930,220022-1-0,[2- 2- 0- 0- 2- 2- 1- 0],1-1-1-0-0-1-1-1-0,13362205980.023952
931,300303-3-1,[3- 0- 0- 3- 0- 3- 3- 1],2-1-0-0-1-0-1-3-1,13360208288.942621
932,033330-2-3,[0- 3- 3- 3- 3- 0- 2- 3],2-0-1-1-1-1-0-2-3,13359856371.157118
933,222200-2-0,[2- 2- 2- 2- 0- 0- 2- 0],1-1-1-1-1-0-0-2-0,13359300507.75315
934,222200-3-2,[2- 2- 2- 2- 0- 0- 3- 2],1-1-1-1-1-0-0-3-2,13359155556.2373
935,330303-0-1,[3- 3- 0- 3- 0- 3- 0- 1],2-1-1-0-1-0-1-0-1,13358962037.164762
936,000303-2-1,[0- 0- 0- 3- 0- 3- 2- 1],2-0-0-0-1-0-1-2-1,13358064460.315977
937,011000-2-1,[0- 1- 1- 0- 0- 0- 2- 1],0-0-1-1-0-0-0-2-1,13357378022.80572
938,003333-1-3,[0- 0- 3- 3- 3- 3- 1- 3],2-0-0-1-1-1-1-1-3,13355513722.598606
939,011101-3-1,[0- 1- 1- 1- 0- 1- 3- 1],0-0-1-1-1-0-1-3-1,13350886867.997505
940,030033-1-1,[0- 3- 0- 0- 3- 3- 1- 1],2-0-1-0-0-1-1-1-1,13350398544.22035
941,020220-2-3,[0- 2- 0- 2- 2- 0- 2- 3],1-0-1-0-1-1-0-2-3,13348327153.652845
942,101101-2-3,[1- 0- 1- 1- 0- 1- 2- 3],0-1-0-1-1-0-1-2-3,13347450033.142933
943,111001-3-1,[1- 1- 1- 0- 0- 1- 3- 1],0-1-1-1-0-0-1-3-1,13343585015.167336
944,303330-1-2,[3- 0- 3- 3- 3- 0- 1- 2],2-1-0-1-1-1-0-1-2,13342455709.315199
945,020202-3-0,[0- 2- 0- 2- 0- 2- 3- 0],1-0-1-0-1-0-1-3-0,13342329939.809061
946,202000-2-2,[2- 0- 2- 0- 0- 0- 2- 2],1-1-0-1-0-0-0-2-2,13340873783.848017
947,022000-2-1,[0- 2- 2- 0- 0- 0- 2- 1],1-0-1-1-0-0-0-2-1,13340209593.438168
948,020200-2-1,[0- 2- 0- 2- 0- 0- 2- 1],1-0-1-0-1-0-0-2-1,13339978763.31213
949,022022-1-3,[0- 2- 2- 0- 2- 2- 1- 3],1-0-1-1-0-1-1-1-3,13339258001.955097
950,303000-2-1,[3- 0- 3- 0- 0- 0- 2- 1],2-1-0-1-0-0-0-2-1,13336089132.403852
951,000202-1-2,[0- 0- 0- 2- 0- 2- 1- 2],1-0-0-0-1-0-1-1-2,13335932870.248531
952,111010-1-1,[1- 1- 1- 0- 1- 0- 1- 1],0-1-1-1-0-1-0-1-1,13335555157.658016
953,101001-3-2,[1- 0- 1- 0- 0- 1- 3- 2],0-1-0-1-0-0-1-3-2,13335353242.643917
954,000202-3-3,[0- 0- 0- 2- 0- 2- 3- 3],1-0-0-0-1-0-1-3-3,13334942123.032822
955,030333-1-3,[0- 3- 0- 3- 3- 3- 1- 3],2-0-1-0-1-1-1-1-3,13334025603.691048
956,000100-2-3,[0- 0- 0- 1- 0- 0- 2- 3],0-0-0-0-1-0-0-2-3,13329810548.227276
957,033030-2-1,[0- 3- 3- 0- 3- 0- 2- 1],2-0-1-1-0-1-0-2-1,13328426185.14172
958,020002-1-2,[0- 2- 0- 0- 0- 2- 1- 2],1-0-1-0-0-0-1-1-2,13327774006.555565
959,200222-0-2,[2- 0- 0- 2- 2- 2- 0- 2],1-1-0-0-1-1-1-0-2,13327297400.542997
960,000222-2-0,[0- 0- 0- 2- 2- 2- 2- 0],1-0-0-0-1-1-1-2-0,13324910309.384563
961,303300-3-3,[3- 0- 3- 3- 0- 0- 3- 3],2-1-0-1-1-0-0-3-3,13323052946.34169
962,022220-3-2,[0- 2- 2- 2- 2- 0- 3- 2],1-0-1-1-1-1-0-3-2,13321832541.610836
963,002000-2-2,[0- 0- 2- 0- 0- 0- 2- 2],1-0-0-1-0-0-0-2-2,13321715326.713997
964,100100-2-1,[1- 0- 0- 1- 0- 0- 2- 1],0-1-0-0-1-0-0-2-1,13321569526.482206
965,003033-3-3,[0- 0- 3- 0- 3- 3- 3- 3],2-0-0-1-0-1-1-3-3,13317453766.38633
966,220022-1-3,[2- 2- 0- 0- 2- 2- 1- 3],1-1-1-0-0-1-1-1-3,13317146701.016575
967,000022-3-1,[0- 0- 0- 0- 2- 2- 3- 1],1-0-0-0-0-1-1-3-1,13316669993.534998
968,330033-1-0,[3- 3- 0- 0- 3- 3- 1- 0],2-1-1-0-0-1-1-1-0,13316594823.45559
969,110010-1-2,[1- 1- 0- 0- 1- 0- 1- 2],0-1-1-0-0-1-0-1-2,13313877664.753242
970,002202-2-0,[0- 0- 2- 2- 0- 2- 2- 0],1-0-0-1-1-0-1-2-0,13312900132.960812
971,111110-2-0,[1- 1- 1- 1- 1- 0- 2- 0],0-1-1-1-1-1-0-2-0,13311208166.297722
972,110010-2-3,[1- 1- 0- 0- 1- 0- 2- 3],0-1-1-0-0-1-0-2-3,13309937473.390972
973,000101-2-1,[0- 0- 0- 1- 0- 1- 2- 1],0-0-0-0-1-0-1-2-1,13309226105.738142
974,020002-2-3,[0- 2- 0- 0- 0- 2- 2- 3],1-0-1-0-0-0-1-2-3,13308742349.141788
975,022020-1-2,[0- 2- 2- 0- 2- 0- 1- 2],1-0-1-1-0-1-0-1-2,13308722153.812265
976,200220-1-2,[2- 0- 0- 2- 2- 0- 1- 2],1-1-0-0-1-1-0-1-2,13305281643.215895
977,111111-1-3,[1- 1- 1- 1- 1- 1- 1- 3],0-1-1-1-1-1-1-1-3,13304078608.244312
978,001010-2-3,[0- 0- 1- 0- 1- 0- 2- 3],0-0-0-1-0-1-0-2-3,13303329786.824888
979,200002-3-2,[2- 0- 0- 0- 0- 2- 3- 2],1-1-0-0-0-0-1-3-2,13302498536.138065
980,333330-1-1,[3- 3- 3- 3- 3- 0- 1- 1],2-1-1-1-1-1-0-1-1,13301535459.607079
981,111110-3-2,[1- 1- 1- 1- 1- 0- 3- 2],0-1-1-1-1-1-0-3-2,13299077331.385853
982,011111-3-2,[0- 1- 1- 1- 1- 1- 3- 2],0-0-1-1-1-1-1-3-2,13298822974.751476
983,011001-1-2,[0- 1- 1- 0- 0- 1- 1- 2],0-0-1-1-0-0-1-1-2,13298711241.64515
984,011011-3-1,[0- 1- 1- 0- 1- 1- 3- 1],0-0-1-1-0-1-1-3-1,13298103092.159767
985,011011-3-3,[0- 1- 1- 0- 1- 1- 3- 3],0-0-1-1-0-1-1-3-3,13297170864.206854
986,222020-2-0,[2- 2- 2- 0- 2- 0- 2- 0],1-1-1-1-0-1-0-2-0,13292824899.292152
987,220220-3-2,[2- 2- 0- 2- 2- 0- 3- 2],1-1-1-0-1-1-0-3-2,13290852819.033566
988,220220-3-3,[2- 2- 0- 2- 2- 0- 3- 3],1-1-1-0-1-1-0-3-3,13287069229.403107
989,030030-2-2,[0- 3- 0- 0- 3- 0- 2- 2],2-0-1-0-0-1-0-2-2,13285947264.0733
990,110011-1-1,[1- 1- 0- 0- 1- 1- 1- 1],0-1-1-0-0-1-1-1-1,13285014186.975414
991,300303-2-0,[3- 0- 0- 3- 0- 3- 2- 0],2-1-0-0-1-0-1-2-0,13283545928.549675
992,300330-2-1,[3- 0- 0- 3- 3- 0- 2- 1],2-1-0-0-1-1-0-2-1,13282439226.284847
993,101101-1-2,[1- 0- 1- 1- 0- 1- 1- 2],0-1-0-1-1-0-1-1-2,13282397359.021894
994,101011-1-2,[1- 0- 1- 0- 1- 1- 1- 2],0-1-0-1-0-1-1-1-2,13280018476.037748
995,220020-1-2,[2- 2- 0- 0- 2- 0- 1- 2],1-1-1-0-0-1-0-1-2,13279820073.655008
996,303300-3-2,[3- 0- 3- 3- 0- 0- 3- 2],2-1-0-1-1-0-0-3-2,13279402342.452976
997,002002-3-3,[0- 0- 2- 0- 0- 2- 3- 3],1-0-0-1-0-0-1-3-3,13274655531.410423
998,000001-2-3,[0- 0- 0- 0- 0- 1- 2- 3],0-0-0-0-0-0-1-2-3,13273509224.221165
999,111110-3-3,[1- 1- 1- 1- 1- 0- 3- 3],0-1-1-1-1-1-0-3-3,13272785581.650223
1000,000003-2-2,[0- 0- 0- 0- 0- 3- 2- 2],2-0-0-0-0-0-1-2-2,13271601921.78387
1001,100001-2-1,[1- 0- 0- 0- 0- 1- 2- 1],0-1-0-0-0-0-1-2-1,13269036971.438963
1002,100111-2-3,[1- 0- 0- 1- 1- 1- 2- 3],0-1-0-0-1-1-1-2-3,13268847034.270313
1003,000030-2-2,[0- 0- 0- 0- 3- 0- 2- 2],2-0-0-0-0-1-0-2-2,13266602462.979046
1004,110101-1-2,[1- 1- 0- 1- 0- 1- 1- 2],0-1-1-0-1-0-1-1-2,13265738579.015116
1005,100010-1-2,[1- 0- 0- 0- 1- 0- 1- 2],0-1-0-0-0-1-0-1-2,13263853807.93078
1006,033333-1-0,[0- 3- 3- 3- 3- 3- 1- 0],2-0-1-1-1-1-1-1-0,13261947450.589169
1007,020220-1-2,[0- 2- 0- 2- 2- 0- 1- 2],1-0-1-0-1-1-0-1-2,13261700459.667994
1008,110101-2-3,[1- 1- 0- 1- 0- 1- 2- 3],0-1-1-0-1-0-1-2-3,13261634471.492353
1009,333003-0-2,[3- 3- 3- 0- 0- 3- 0- 2],2-1-1-1-0-0-1-0-2,13261515822.869835
1010,030003-3-2,[0- 3- 0- 0- 0- 3- 3- 2],2-0-1-0-0-0-1-3-2,13261140320.437407
1011,030003-3-1,[0- 3- 0- 0- 0- 3- 3- 1],2-0-1-0-0-0-1-3-1,13260707306.404362
1012,022002-3-0,[0- 2- 2- 0- 0- 2- 3- 0],1-0-1-1-0-0-1-3-0,13259428776.467325
1013,000303-3-3,[0- 0- 0- 3- 0- 3- 3- 3],2-0-0-0-1-0-1-3-3,13257053358.756628
1014,010011-1-2,[0- 1- 0- 0- 1- 1- 1- 2],0-0-1-0-0-1-1-1-2,13256990816.821434
1015,330033-1-3,[3- 3- 0- 0- 3- 3- 1- 3],2-1-1-0-0-1-1-1-3,13254692620.282295
1016,010010-1-2,[0- 1- 0- 0- 1- 0- 1- 2],0-0-1-0-0-1-0-1-2,13253447788.634243
1017,303300-2-3,[3- 0- 3- 3- 0- 0- 2- 3],2-1-0-1-1-0-0-2-3,13252786541.138725
1018,030303-3-0,[0- 3- 0- 3- 0- 3- 3- 0],2-0-1-0-1-0-1-3-0,13250342272.84922
1019,101110-3-2,[1- 0- 1- 1- 1- 0- 3- 2],0-1-0-1-1-1-0-3-2,13250330229.466503
1020,101011-2-3,[1- 0- 1- 0- 1- 1- 2- 3],0-1-0-1-0-1-1-2-3,13248113956.11385
1021,101011-3-2,[1- 0- 1- 0- 1- 1- 3- 2],0-1-0-1-0-1-1-3-2,13244299983.450008
1022,333030-1-2,[3- 3- 3- 0- 3- 0- 1- 2],2-1-1-1-0-1-0-1-2,13243158865.331568
1023,003330-3-2,[0- 0- 3- 3- 3- 0- 3- 2],2-0-0-1-1-1-0-3-2,13242364112.81351
1024,220220-1-1,[2- 2- 0- 2- 2- 0- 1- 1],1-1-1-0-1-1-0-1-1,13241042624.432304
1025,300030-2-1,[3- 0- 0- 0- 3- 0- 2- 1],2-1-0-0-0-1-0-2-1,13240743439.046202
1026,033330-3-3,[0- 3- 3- 3- 3- 0- 3- 3],2-0-1-1-1-1-0-3-3,13240713388.802885
1027,000100-2-1,[0- 0- 0- 1- 0- 0- 2- 1],0-0-0-0-1-0-0-2-1,13236349115.243221
1028,200000-2-2,[2- 0- 0- 0- 0- 0- 2- 2],1-1-0-0-0-0-0-2-2,13235468922.366875
1029,003303-1-2,[0- 0- 3- 3- 0- 3- 1- 2],2-0-0-1-1-0-1-1-2,13234497300.133816
1030,101011-3-3,[1- 0- 1- 0- 1- 1- 3- 3],0-1-0-1-0-1-1-3-3,13234382139.8364
1031,022022-0-1,[0- 2- 2- 0- 2- 2- 0- 1],1-0-1-1-0-1-1-0-1,13234309328.148022
1032,222020-3-2,[2- 2- 2- 0- 2- 0- 3- 2],1-1-1-1-0-1-0-3-2,13233302814.796223
1033,010001-2-1,[0- 1- 0- 0- 0- 1- 2- 1],0-0-1-0-0-0-1-2-1,13232691949.292871
1034,010100-2-1,[0- 1- 0- 1- 0- 0- 2- 1],0-0-1-0-1-0-0-2-1,13231076873.68017
1035,022220-3-1,[0- 2- 2- 2- 2- 0- 3- 1],1-0-1-1-1-1-0-3-1,13230776389.435999
1036,002022-3-3,[0- 0- 2- 0- 2- 2- 3- 3],1-0-0-1-0-1-1-3-3,13230575621.960102
1037,200220-3-3,[2- 0- 0- 2- 2- 0- 3- 3],1-1-0-0-1-1-0-3-3,13229224046.320042
1038,011100-1-2,[0- 1- 1- 1- 0- 0- 1- 2],0-0-1-1-1-0-0-1-2,13228564936.107704
1039,111100-1-1,[1- 1- 1- 1- 0- 0- 1- 1],0-1-1-1-1-0-0-1-1,13225308929.986446
1040,303003-3-0,[3- 0- 3- 0- 0- 3- 3- 0],2-1-0-1-0-0-1-3-0,13225016181.899578
1041,333330-3-1,[3- 3- 3- 3- 3- 0- 3- 1],2-1-1-1-1-1-0-3-1,13222487155.387613
1042,222200-2-3,[2- 2- 2- 2- 0- 0- 2- 3],1-1-1-1-1-0-0-2-3,13222107197.3143
1043,010010-2-3,[0- 1- 0- 0- 1- 0- 2- 3],0-0-1-0-0-1-0-2-3,13221431657.072304
1044,202000-2-1,[2- 0- 2- 0- 0- 0- 2- 1],1-1-0-1-0-0-0-2-1,13220820094.385296
1045,110000-2-1,[1- 1- 0- 0- 0- 0- 2- 1],0-1-1-0-0-0-0-2-1,13220348612.88804
1046,030303-1-2,[0- 3- 0- 3- 0- 3- 1- 2],2-0-1-0-1-0-1-1-2,13220310827.838203
1047,200002-3-3,[2- 0- 0- 0- 0- 2- 3- 3],1-1-0-0-0-0-1-3-3,13219175487.975792
1048,001100-1-2,[0- 0- 1- 1- 0- 0- 1- 2],0-0-0-1-1-0-0-1-2,13217789541.127115
1049,330303-0-2,[3- 3- 0- 3- 0- 3- 0- 2],2-1-1-0-1-0-1-0-2,13216561810.689507
1050,330000-2-2,[3- 3- 0- 0- 0- 0- 2- 2],2-1-1-0-0-0-0-2-2,13215783857.051723
1051,001000-2-1,[0- 0- 1- 0- 0- 0- 2- 1],0-0-0-1-0-0-0-2-1,13214280152.641827
1052,200200-2-1,[2- 0- 0- 2- 0- 0- 2- 1],1-1-0-0-1-0-0-2-1,13212660606.759472
1053,000303-3-2,[0- 0- 0- 3- 0- 3- 3- 2],2-0-0-0-1-0-1-3-2,13209103432.74599
1054,200002-1-2,[2- 0- 0- 0- 0- 2- 1- 2],1-1-0-0-0-0-1-1-2,13209075590.859493
1055,220002-3-0,[2- 2- 0- 0- 0- 2- 3- 0],1-1-1-0-0-0-1-3-0,13208703726.792933
1056,111111-0-1,[1- 1- 1- 1- 1- 1- 0- 1],0-1-1-1-1-1-1-0-1,13203487988.787392
1057,220202-1-0,[2- 2- 0- 2- 0- 2- 1- 0],1-1-1-0-1-0-1-1-0,13201873700.194393
1058,101110-1-1,[1- 0- 1- 1- 1- 0- 1- 1],0-1-0-1-1-1-0-1-1,13198706781.641994
1059,303033-1-3,[3- 0- 3- 0- 3- 3- 1- 3],2-1-0-1-0-1-1-1-3,13197858666.1236
1060,003330-3-3,[0- 0- 3- 3- 3- 0- 3- 3],2-0-0-1-1-1-0-3-3,13197482221.261124
1061,001001-3-2,[0- 0- 1- 0- 0- 1- 3- 2],0-0-0-1-0-0-1-3-2,13197177588.89838
1062,010110-2-3,[0- 1- 0- 1- 1- 0- 2- 3],0-0-1-0-1-1-0-2-3,13196970259.653584
1063,200002-2-3,[2- 0- 0- 0- 0- 2- 2- 3],1-1-0-0-0-0-1-2-3,13196951949.04055
1064,330330-3-3,[3- 3- 0- 3- 3- 0- 3- 3],2-1-1-0-1-1-0-3-3,13196175937.477827
1065,101101-3-1,[1- 0- 1- 1- 0- 1- 3- 1],0-1-0-1-1-0-1-3-1,13195331515.884655
1066,002002-2-3,[0- 0- 2- 0- 0- 2- 2- 3],1-0-0-1-0-0-1-2-3,13194005471.240349
1067,000330-2-3,[0- 0- 0- 3- 3- 0- 2- 3],2-0-0-0-1-1-0-2-3,13193471060.45957
1068,330303-1-0,[3- 3- 0- 3- 0- 3- 1- 0],2-1-1-0-1-0-1-1-0,13191709185.582817
1069,110111-3-0,[1- 1- 0- 1- 1- 1- 3- 0],0-1-1-0-1-1-1-3-0,13190932828.15234
1070,033300-3-2,[0- 3- 3- 3- 0- 0- 3- 2],2-0-1-1-1-0-0-3-2,13190131358.931618
1071,101110-3-3,[1- 0- 1- 1- 1- 0- 3- 3],0-1-0-1-1-1-0-3-3,13187676940.816639
1072,000020-2-3,[0- 0- 0- 0- 2- 0- 2- 3],1-0-0-0-0-1-0-2-3,13187300255.450926
1073,020000-2-2,[0- 2- 0- 0- 0- 0- 2- 2],1-0-1-0-0-0-0-2-2,13181350419.554478
1074,000011-1-2,[0- 0- 0- 0- 1- 1- 1- 2],0-0-0-0-0-1-1-1-2,13180891408.310373
1075,111100-1-2,[1- 1- 1- 1- 0- 0- 1- 2],0-1-1-1-1-0-0-1-2,13180740003.045404
1076,022200-3-2,[0- 2- 2- 2- 0- 0- 3- 2],1-0-1-1-1-0-0-3-2,13180489902.594257
1077,003033-3-0,[0- 0- 3- 0- 3- 3- 3- 0],2-0-0-1-0-1-1-3-0,13179170933.504955
